PROD TYPE,NAME,SHIPPED_DATE,Total Orders,Total Pallets,Distance,Cost
AMBCONTROL,ALDI SAWLEY,19-07-2024,1,1,32.8,31.2
AMBCONTROL,WAITROSE LTD (134244),19-07-2024,1,11,168.3,362.8
AMBCONTROL,SAVERS HEALTH & BEAUTY - DUNST,19-07-2024,1,7,185.1,261.7
AMBCONTROL,ALDI STORES LTD (BATHGATE),19-07-2024,1,1,435.3,93.2
AMBCONTROL,SUPERDRUG STORES PLC WEBSITE,19-07-2024,2,30,74.3,570.2
AMBCONTROL,AAH PHARMA (WARRINGTON),19-07-2024,1,5,113.6,173.7
AMBCONTROL,SUPERDRUG STORES PLC (DUNSTABL,19-07-2024,1,16,185.1,577.8
AMBCONTROL,SAINSBURYS SUPERMARKET LTD,19-07-2024,1,3,73.6,77.6
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),19-07-2024,2,48,107.4,1056.4
AMBCONTROL,TESCO (MIDDLESBOROUGH NON FOOD,19-07-2024,1,2,208.6,89.3
AMBCONTROL,INSPIRA TRADING LIMITED,19-07-2024,2,2,182.1,107.3
AMBCONTROL,T J MORRIS LTD (AXIS BUS. PARK,19-07-2024,1,9,141.3,332.7
AMBCONTROL,BOOTS COMPANY PLC (SSC),19-07-2024,8,31,29.8,592.1
AMBIENT,BOOTS COMPANY PLC (SSC),19-07-2024,7,22,29.8,402.7
AMBCONTROL,PURFLEET CFC OCADO,19-07-2024,1,3,266.3,156.9
AMBCONTROL,OCADO LTD (CFC ERITH),19-07-2024,1,4,268.2,216.6
AMBCONTROL,OCADO CFC2,19-07-2024,1,5,77.4,135.9
AMBCONTROL,OCADO LUTON,19-07-2024,1,3,187.9,121.3
AMBCONTROL,OCADO LTD (CFC ANDOVER),19-07-2024,1,3,267,179.9
AMBCONTROL,ALLIANCE HEALTHCARE (HINCKLEY),19-07-2024,1,2,82.5,53.2
AMBIENT,INSPIRA TRADING LIMITED,19-07-2024,1,1,182.1,48.6
AMBCONTROL,PHOENIX HEALTHCARE DIST LTD,19-07-2024,1,2,119.6,79.1
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,19-07-2024,1,9,222.9,383.1
AMBCONTROL,LIDL GB LTD (MOTHERWELL),21-07-2024,2,6,434.9,494.8
AMBCONTROL,ALLOGA UK,21-07-2024,2,16,12.2,270.3
AMBCONTROL,T J MORRIS LTD (SOLSTICE BUS.,21-07-2024,1,13,275.3,726.4
AMBCONTROL,ALDI STORES LTD (BATHGATE),21-07-2024,1,1,435.3,93.2
AMBCONTROL,UNIVERSAL PROCUREMENT SERVICES,21-07-2024,1,3,315.5,200.7
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,21-07-2024,1,5,222.9,219.9
AMBCONTROL,SAVERS,21-07-2024,1,2,203.7,90.9
AMBCONTROL,ASDA GRANGEMOUTH ADC 7491,21-07-2024,1,14,451,1259.2
AMBCONTROL,ASDA CHEPSTOW ADC2 7441,21-07-2024,1,1,241.5,64.5
AMBCONTROL,ASDA WAL-MART STORES,21-07-2024,1,1,253.7,64
AMBCONTROL,PHOENIX HEALTHCARE (ST ALBANS),21-07-2024,1,1,215.2,52.6
AMBCONTROL,PHOENIX HEALTHCARE (E/KILBRIDE,21-07-2024,1,2,440.3,180.5
AMBCONTROL,LIDL UK GMBH (BRIDGEND),22-07-2024,1,1,294.3,71.8
AMBCONTROL,ALLOGA UK,22-07-2024,1,20,12.2,313.6
AMBCONTROL,LIDL GB LTD (NORTHFLEET),22-07-2024,1,1,279.8,66.1
AMBIENT,AMAZON DEESIDE XLP1,22-07-2024,1,1,144.3,46.5
AMBCONTROL,ALLIANCE HEALTHCARE (NOTTINGHA,22-07-2024,1,4,29.8,75.8
AMBCONTROL,B & M RETAIL LTD,22-07-2024,2,7,145.5,271
AMBCONTROL,PHOENIX HEALTHCARE DISTRIBUTIO,22-07-2024,2,18,91.3,405.4
AMBCONTROL,CO-OP GRP LTD - NDC COVENTRY,22-07-2024,1,11,97.7,285.1
AMBCONTROL,PRIMA BRANDS LTD,22-07-2024,1,9,533.4,1401.3
AMBCONTROL,ALLIANCE HEALTHCARE (PRESTON),22-07-2024,1,2,142.1,86.7
AMBCONTROL,SAINSBURYS SUPERMARKET LTD,22-07-2024,2,6,73.6,155.1
AMBCONTROL,SAVERS HEALTH & BEAUTY - DUNST,22-07-2024,2,18,185.1,664
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),22-07-2024,1,24,107.4,527.9
AMBCONTROL,TESCO (MIDDLESBOROUGH NON FOOD,22-07-2024,1,5,208.6,199.3
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,22-07-2024,1,15,239.5,713.2
AMBCONTROL,ALLIANCE HEALTHCARE (DISTRIBUT,22-07-2024,1,2,262.2,110.8
AMBCONTROL,ASDA WAL-MART STORE,22-07-2024,1,14,93.7,275.6
AMBCONTROL,ASDA REGIONAL DC 7526,22-07-2024,1,13,87.4,285.6
AMBCONTROL,ASDA GALLEON BOULEVARD 7442,22-07-2024,1,1,275.4,66.1
AMBCONTROL,ASDA,22-07-2024,3,18,93.7,381.9
AMBIENT,ASDA,22-07-2024,2,7,93.7,148.3
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,22-07-2024,3,36,133.2,976.7
AMBCONTROL,ALLIANCE HEALTHCARE (COATBRIDG,22-07-2024,1,2,444.3,170.2
AMBCONTROL,BOOTS COMPANY PLC (SSC),22-07-2024,1,11,29.8,179.7
AMBCONTROL,SUPERDRUG STORES PLC (DUNSTABL,23-07-2024,7,95,185.1,3269.2
AMBIENT,HOLLAND & BARRATT RETAIL LTD,23-07-2024,1,4,51,68
AMBCONTROL,SUPERDRUG STORES PLC WEBSITE,23-07-2024,4,48,74.3,955
AMBCONTROL,ALLOGA UK,23-07-2024,1,5,12.2,90.7
AMBCONTROL,LIDL DISTRIBUTION CENTRE,23-07-2024,1,2,236.6,110.9
AMBCONTROL,LIDL GB LTD (WEDNESBURY),23-07-2024,1,2,97,56.2
AMBCONTROL,LIDL GB LTD (SOUTHAMPTON),23-07-2024,1,1,305.1,69.8
AMBCONTROL,LIDL UK GMBH (BRIDGEND),23-07-2024,1,3,294.3,183.4
AMBCONTROL,PHOENIX HEALTHCARE (BIRMINGHAM,23-07-2024,1,4,90.8,111.9
AMBCONTROL,ONE STOP STORES LTD (NURSLING),23-07-2024,1,2,305.1,123.6
AMBCONTROL,ONE STOP STORES LTD,23-07-2024,1,2,83.1,56.2
AMBCONTROL,ONE STOP STORES LTD (WAKEFIELD,23-07-2024,1,1,87.4,36.9
AMBCONTROL,POUNDLAND DC,23-07-2024,2,44,175.3,1718.9
AMBCONTROL,B & M RETAIL LTD,23-07-2024,1,3,160.1,110.6
AMBCONTROL,AMAZON DEESIDE XLP1,23-07-2024,1,3,144.3,121.3
AMBIENT,AMAZON.CO.UK LTD (BHX3 DAVENTR,23-07-2024,1,1,124.8,40.7
AMBCONTROL,"AMAZON IBA9 (KNOTTINGLEY, UK)",23-07-2024,2,10,89.3,239.5
AMBCONTROL,ALDI STORES LTD (BATHGATE),23-07-2024,1,5,435.3,402.3
AMBCONTROL,ALDI SHEPPEY,23-07-2024,1,2,313.6,127.5
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),23-07-2024,2,45,107.4,1008.8
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,23-07-2024,1,13,239.5,620.1
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,23-07-2024,1,8,222.9,342.3
AMBCONTROL,AAH PHARMA (GLASGOW),23-07-2024,1,1,451.8,98.2
AMBIENT,BOOTS COMPANY PLC (SSC),23-07-2024,7,13,29.8,285.8
AMBCONTROL,BOOTS COMPANY PLC (SSC),23-07-2024,14,39,29.8,810.4
AMBCONTROL,INSPIRA TRADING LIMITED,23-07-2024,2,6,182.1,257.6
AMBCONTROL,ALLIANCE HEALTHCARE (LETCHWORT,23-07-2024,1,2,188,91.2
AMBCONTROL,ALLIANCE HEALTHCARE (EXETER-CO,23-07-2024,1,1,384.3,86.6
AMBCONTROL,PATRICK WARD,23-07-2024,1,1,253.5,59
AMBCONTROL,SUPERDRUG STORES PLC WEBSITE,24-07-2024,2,31,74.3,653.4
AMBCONTROL,LIDL DISTRIBUTION CENTRE (EXET,24-07-2024,2,5,375.3,385.4
AMBCONTROL,ALLIANCE HEALTHCARE (DISTN) LT,24-07-2024,1,1,1.6,31.2
AMBCONTROL,AMAZON TORONTO WAY DON LBA4,24-07-2024,1,1,58.3,38.8
AMBCONTROL,AAH PHARMA (PERRY BARR),24-07-2024,1,3,97.6,87.9
AMBCONTROL,POUNDLAND DC,24-07-2024,3,49,192.6,1781
AMBCONTROL,SAVERS,24-07-2024,1,7,203.7,277.5
AMBCONTROL,CO-OP GRP LTD - NDC COVENTRY,24-07-2024,1,6,97.7,162.9
AMBCONTROL,SIGMA PHARMACEUTICALS PLC,24-07-2024,1,2,219.2,90.8
AMBCONTROL,ALLIANCE HEALTHCARE (NEWCASTLE,24-07-2024,1,2,268.8,111.9
AMBIENT,SUPERDRUG STORES PLC WEBSITE,24-07-2024,1,1,74.3,34.3
AMBCONTROL,PRIMA BRANDS LTD,24-07-2024,1,1,533.4,155.7
AMBCONTROL,AAH PHARMA (SWANSEA VALE),24-07-2024,1,1,297.2,84
AMBCONTROL,TESCO (MIDDLESBOROUGH NON FOOD,24-07-2024,1,3,208.6,126
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,24-07-2024,1,7,239.5,341.2
AMBCONTROL,TESCO (BOLTON 510),24-07-2024,1,6,117.8,197.7
AMBCONTROL,ALLIANCE HEALTHCARE (CROYDON),24-07-2024,1,1,267.8,65.2
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,24-07-2024,1,5,222.9,219.9
AMBCONTROL,ASDA CHEPSTOW ADC2 7441,24-07-2024,1,6,241.5,307.2
AMBCONTROL,"AMAZON IBA9 (KNOTTINGLEY, UK)",24-07-2024,2,4,89.3,115.2
AMBCONTROL,T J MORRIS LTD (AXIS BUS. PARK,24-07-2024,1,14,141.3,508.8
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),24-07-2024,1,26,107.4,528.1
AMBCONTROL,BOOKER WHOLESALE LTD,24-07-2024,1,6,127.9,205.2
AMBIENT,DAY LEWIS MEDICAL LIMITED,24-07-2024,1,1,268.6,58.5
AMBCONTROL,AAH PHARMA (RUISLIP),24-07-2024,1,1,232.1,55.7
AMBCONTROL,SUPERDRUG STORES PLC WEBSITE,25-07-2024,1,18,74.3,389.4
AMBCONTROL,ALLOGA UK LTD - AP 3,25-07-2024,1,22,1.6,324.4
AMBCONTROL,LIDL GB LTD (NEWTON AYCLIFFE),25-07-2024,1,1,215.5,53.7
AMBCONTROL,B & M RETAIL LTD,25-07-2024,1,2,130.9,86.4
AMBCONTROL,LIDL LUTON,25-07-2024,1,2,185.1,86.2
AMBIENT,AMAZON TORONTO WAY DON LBA4,25-07-2024,1,1,58.3,35.9
AMBCONTROL,LIDL UK GMBH (ENFIELD),25-07-2024,1,4,237.3,180.1
AMBIENT,ALLOGA UK,25-07-2024,1,4,12.2,68.6
AMBCONTROL,ALDI STORES LTD (SWINDON),25-07-2024,1,2,220.4,108.8
AMBIENT,SUPERDRUG STORES PLC WEBSITE,25-07-2024,1,20,74.3,375.8
AMBCONTROL,ALDI SAWLEY,25-07-2024,2,2,32.8,62.5
AMBCONTROL,BOOTS COMPANY PLC (SSC),25-07-2024,6,17,29.8,351.4
AMBCONTROL,LIDL GB LTD (SOUTHAMPTON),25-07-2024,1,2,305.1,123.6
AMBCONTROL,AAH PHARMA (BRISTOL),25-07-2024,1,1,254.4,63.5
AMBCONTROL,ALLIANCE HEALTHCARE (LEEDS),25-07-2024,1,1,99.1,39.8
AMBCONTROL,ASDA WAL-MART STORES,25-07-2024,1,4,253.7,207.8
AMBCONTROL,ASDA WAL-MART STORE,25-07-2024,1,13,93.7,257.1
AMBCONTROL,ASDA GALLEON BOULEVARD 7442,25-07-2024,1,6,275.4,316.9
AMBCONTROL,ASDA DEPOT 7468,25-07-2024,1,6,203.5,226.6
AMBCONTROL,ASDA REGIONAL DC 7526,25-07-2024,2,13,87.4,301.7
AMBCONTROL,ASDA DEPOT 7500,25-07-2024,1,4,117.2,142.1
AMBCONTROL,ALDI STORES LTD (BATHGATE),25-07-2024,2,8,435.3,650.1
AMBCONTROL,ASDA,25-07-2024,7,39,93.7,835.8
AMBCONTROL,AMAZON FRESH MILTON KEYNES ALT,25-07-2024,1,1,159,47.6
AMBCONTROL,CO-OP GRP LTD - NDC COVENTRY,25-07-2024,1,15,97.7,382.9
AMBCONTROL,PHOENIX HEALTHCARE (PORTSMOUTH,25-07-2024,1,1,318.6,77.6
AMBCONTROL,BRADFORD M&S DISTRIBUTION DEPO,25-07-2024,1,7,103.5,198.4
AMBCONTROL,ALDI STORES LTD,25-07-2024,1,9,77.4,236.2
AMBIENT,ASDA,25-07-2024,3,7,93.7,165
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),25-07-2024,2,51,107.4,1056.1
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,25-07-2024,2,33,239.5,1468.5
AMBCONTROL,NICOLA BUTLER,25-07-2024,1,1,247,57.1
AMBCONTROL,INSPIRA TRADING LIMITED,25-07-2024,1,1,182.1,53.6
AMBIENT,BOOTS COMPANY PLC (SSC),25-07-2024,2,4,29.8,85.4
AMBCONTROL,ALLOGA UK,25-07-2024,1,2,12.2,46.2
AMBCONTROL,SAINSBURYS SUPERMARKET LTD,25-07-2024,2,12,73.6,277.9
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,25-07-2024,1,12,222.9,505.5
AMBCONTROL,ALDI STORES LTD (NESTON),25-07-2024,1,1,146.3,51.2
AMBCONTROL,SAVERS HEALTH & BEAUTY - DUNST,25-07-2024,1,16,185.1,577.8
AMBCONTROL,F.A.O AMY LEAHY,25-07-2024,1,1,128.8,44.3
AMBCONTROL,BOOKER RETAIL PARTNERS DIDCOT,25-07-2024,1,3,213,121.3
AMBCONTROL,BOOKER RETAIL PARTNERS GB LTD,25-07-2024,1,3,74.3,78.3
AMBCONTROL,AAH PHARMA (WARRINGTON),25-07-2024,1,3,113.6,110.6
AMBCONTROL,LEANNE MILLARD,25-07-2024,1,1,65.8,32.1
AMBCONTROL,OCADO LTD (CFC ERITH),25-07-2024,1,1,268.2,66.1
AMBCONTROL,OCADO LUTON,25-07-2024,1,1,187.9,51.2
AMBCONTROL,ALDI STORES LTD (GOLDTHORPE),25-07-2024,1,7,62.1,125
AMBCONTROL,GINA WINSTANLEY,25-07-2024,1,1,65.8,32.1
AMBCONTROL,PHOENIX HEALTHCARE DISTRIBUTIO,25-07-2024,3,21,91.3,483.7
AMBIENT,PHOENIX HEALTHCARE DISTRIBUTIO,25-07-2024,1,1,91.3,34.3
AMBCONTROL,LIDL GB LTD (NORTHFLEET),26-07-2024,1,2,279.8,116.3
AMBCONTROL,ALLIANCE HEALTHCARE (NOTTINGHA,26-07-2024,1,11,29.8,179.7
AMBIENT,SUPERDRUG STORES PLC WEBSITE,26-07-2024,1,8,74.3,160
AMBCONTROL,ALDI STORES LTD (CARDIFF),26-07-2024,1,4,269.2,239.3
AMBCONTROL,SUPERDRUG STORES PLC WEBSITE,26-07-2024,2,31,74.3,664.7
AMBCONTROL,SUPERDRUG STORES PLC (DUNSTABL,26-07-2024,1,24,185.1,750.4
AMBCONTROL,UNITED DRUG DISTRIBUTORS IRELA,26-07-2024,1,18,414,2802.7
AMBCONTROL,ALLIANCE HEALTHCARE (HINCKLEY),26-07-2024,1,2,82.5,53.2
AMBCONTROL,PHOENIX HEALTHCARE (NORWICH),26-07-2024,1,1,240.7,57.6
AMBIENT,SAVERS HEALTH & BEAUTY - DUNST,26-07-2024,1,13,185.1,408.6
AMBCONTROL,BOOKER RETAIL PARTNERS GB LTD,26-07-2024,1,1,128.8,44.3
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),26-07-2024,2,47,107.4,1056.2
AMBCONTROL,OCADO CFC2,26-07-2024,1,1,77.4,40.1
AMBCONTROL,T J MORRIS LTD (SOLSTICE BUS.,26-07-2024,1,14,275.3,781.1
AMBCONTROL,T J MORRIS LTD (AXIS BUS. PARK,26-07-2024,1,12,141.3,438.4
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,26-07-2024,1,13,222.9,546.4
AMBCONTROL,SAINSBURYS SUPERMARKET LTD,26-07-2024,1,2,73.6,57.1
AMBCONTROL,BOOTS COMPANY PLC (SSC),26-07-2024,15,44,29.8,900.9
AMBIENT,BOOTS COMPANY PLC (SSC),26-07-2024,3,5,29.8,115.1
AMBCONTROL,ALDI SAWLEY,26-07-2024,1,2,32.8,45.9
AMBCONTROL,ALLOGA UK,26-07-2024,1,17,12.2,268.6
AMBCONTROL,SAVERS HEALTH & BEAUTY - DUNST,26-07-2024,1,11,185.1,402.2
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,27-07-2024,1,17,222.9,709.7
AMBCONTROL,BOOTS COMPANY PLC (SSC),27-07-2024,1,17,29.8,268.6
AMBIENT,BOOTS COMPANY PLC (SSC),27-07-2024,2,3,29.8,72.4
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,27-07-2024,2,54,133.2,1413
AMBCONTROL,ALLIANCE HEALTHCARE (PRESTON),28-07-2024,1,1,142.1,51.4
AMBCONTROL,AAH PHARMA (ROMFORD PPP0997Q),28-07-2024,1,2,252.9,109.9
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),28-07-2024,1,26,107.4,528.1
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,28-07-2024,1,13,239.5,620.1
AMBCONTROL,ASDA DEPOT 7468,28-07-2024,1,2,203.5,86.2
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,28-07-2024,3,41,133.2,1146.2
AMBCONTROL,ASDA CHEPSTOW ADC2 7441,28-07-2024,1,1,241.5,64.5
AMBCONTROL,ASDA GALLEON BOULEVARD 7442,28-07-2024,1,2,275.4,116.3
AMBCONTROL,SAVERS HEALTH & BEAUTY - DUNST,28-07-2024,1,2,185.1,86.2
AMBCONTROL,LIDL GB LTD (NEWTON AYCLIFFE),29-07-2024,1,1,215.5,53.7
AMBIENT,SUPERDRUG STORES PLC (DUNSTABL,29-07-2024,1,13,185.1,408.6
AMBCONTROL,BESTWAY PHARMACY NDC LTD,29-07-2024,2,4,69.1,114.2
AMBCONTROL,ALLOGA UK,29-07-2024,2,4,12.2,92.4
AMBCONTROL,WAITROSE LTD (134244),29-07-2024,1,15,168.3,489
AMBCONTROL,SAVERS,29-07-2024,1,2,203.7,90.9
AMBIENT,SAVERS,29-07-2024,1,1,203.7,47.8
AMBCONTROL,ALLOGA UK LTD - AP 3,29-07-2024,2,52,1.6,648.6
AMBCONTROL,GINA WINSTANLEY,29-07-2024,1,1,65.8,32.1
AMBCONTROL,CO-OP GRP LTD - NDC COVENTRY,29-07-2024,1,7,97.7,187.4
AMBCONTROL,ALDI STORES LTD (NESTON),29-07-2024,1,16,146.3,578
AMBCONTROL,ALDI STORES LTD (GOLDTHORPE),29-07-2024,1,2,62.1,47.5
AMBCONTROL,ALDI STORES LTD,29-07-2024,1,3,77.4,89.7
AMBCONTROL,ALLIANCE HEALTHCARE (COATBRIDG,29-07-2024,1,1,444.3,93.1
AMBCONTROL,ALLIANCE HEALTHCARE (DISTRIBUT,29-07-2024,1,1,262.2,63.4
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),29-07-2024,1,24,107.4,527.9
AMBCONTROL,TESCO (MIDDLESBOROUGH NON FOOD,29-07-2024,1,2,208.6,89.3
AMBCONTROL,PHOENIX HEALTHCARE DISTRIBUTIO,29-07-2024,1,3,91.3,78.3
AMBCONTROL,SAINSBURYS SUPERMARKET LTD,29-07-2024,1,13,73.6,282.3
AMBIENT,AMAZON.CO.UK LTD (BHX3 DAVENTR,29-07-2024,1,1,124.8,40.7
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,29-07-2024,1,17,222.9,709.7
AMBIENT,SUPERDRUG STORES PLC WEBSITE,29-07-2024,1,2,74.3,52.3
AMBCONTROL,T J MORRIS LTD (AXIS BUS. PARK,29-07-2024,1,19,141.3,684.8
AMBCONTROL,ASDA WAL-MART STORE,29-07-2024,1,3,93.7,71.7
AMBCONTROL,ASDA REGIONAL DC 7526,29-07-2024,1,3,87.4,78.3
AMBCONTROL,ASDA,29-07-2024,3,13,93.7,289.3
AMBIENT,ASDA,29-07-2024,2,3,93.7,82.6
AMBIENT,BOOTS COMPANY PLC (SSC),29-07-2024,2,6,29.8,111.3
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,29-07-2024,1,14,239.5,666.6
AMBCONTROL,ALLOGA UK,30-07-2024,2,28,12.2,448.3
AMBCONTROL,LIDL GB LTD (RUNCORN),30-07-2024,1,1,119.6,47.6
AMBCONTROL,LIDL LUTON,30-07-2024,1,2,185.1,86.2
AMBCONTROL,B & M RETAIL LTD,30-07-2024,1,1,160.1,47.6
AMBCONTROL,ALLIANCE HEALTHCARE (NOTTINGHA,30-07-2024,2,4,29.8,92.4
AMBCONTROL,BOOKER WHOLESALE LTD,30-07-2024,1,4,214.2,162.1
AMBCONTROL,ALLOGA UK LTD - AP 3,30-07-2024,3,58,1.6,826.5
AMBCONTROL,ALLIANCE HEALTHCARE (DISTN) LT,30-07-2024,1,1,1.6,31.2
AMBCONTROL,ONE STOP STORES LTD (WAKEFIELD,30-07-2024,1,2,87.4,57.6
AMBCONTROL,"AMAZON IBA9 (KNOTTINGLEY, UK)",30-07-2024,2,9,89.3,218.8
AMBCONTROL,LIDL GB LTD (NORTHFLEET),30-07-2024,1,1,279.8,66.1
AMBCONTROL,AMAZON DEESIDE XLP1,30-07-2024,1,2,144.3,86.2
AMBCONTROL,ALDI STORES LTD (GOLDTHORPE),30-07-2024,1,1,62.1,32.1
AMBCONTROL,ONE STOP STORES LTD,30-07-2024,1,3,83.1,76.2
AMBCONTROL,T J MORRIS LTD (SOLSTICE BUS.,30-07-2024,1,16,275.3,890.5
AMBCONTROL,BOOTS COMPANY PLC (SSC),30-07-2024,9,14,29.8,356.7
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,30-07-2024,1,20,222.9,831.5
AMBCONTROL,ALLIANCE HEALTHCARE (NEWCASTLE,30-07-2024,1,1,268.8,64
AMBIENT,BOOTS COMPANY PLC (SSC),30-07-2024,4,7,29.8,157.7
AMBCONTROL,ALDI STORES LTD (BATHGATE),30-07-2024,1,3,435.3,247.7
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),30-07-2024,1,23,107.4,528.1
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,30-07-2024,2,26,133.2,765.4
AMBCONTROL,TESCO (MIDDLESBOROUGH NON FOOD,30-07-2024,1,5,208.6,199.3
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,30-07-2024,1,10,239.5,480.7
AMBIENT,AMAZON EU S.A.R.L,30-07-2024,1,1,185.1,46.6
AMBCONTROL,ALLIANCE HEALTHCARE (EXETER-CO,30-07-2024,1,1,384.3,86.6
AMBCONTROL,SAVERS HEALTH & BEAUTY - DUNST,30-07-2024,1,17,185.1,612.9
AMBCONTROL,AAH PHARMA (PERRY BARR),30-07-2024,1,3,97.6,87.9
AMBCONTROL,ALLOGA UK,31-07-2024,1,18,12.2,283.5
AMBCONTROL,LIDL GB LTD (MOTHERWELL),31-07-2024,1,1,434.9,93.1
AMBCONTROL,ALLOGA UK LTD - AP 3,31-07-2024,1,26,1.6,324.3
AMBCONTROL,PRICECHECK/INTERNATIONAL BRAND,31-07-2024,2,11,62.1,203.5
AMBCONTROL,B & M RETAIL LTD,31-07-2024,2,2,145.5,98.9
AMBCONTROL,LIDL GB LTD (PETERBOROUGH),31-07-2024,1,2,130.1,74.6
AMBCONTROL,SIGMA PHARMACEUTICALS PLC,31-07-2024,1,5,219.2,203
AMBCONTROL,ALLIANCE HEALTHCARE (LETCHWORT,31-07-2024,1,1,188,53.6
AMBCONTROL,ALDI STORES LTD (GOLDTHORPE),31-07-2024,2,4,62.1,95
AMBCONTROL,CO-OP GRP LTD - NDC COVENTRY,31-07-2024,1,5,97.7,138.5
AMBCONTROL,POUNDLAND DC,31-07-2024,2,6,175.3,259.6
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),31-07-2024,2,54,107.4,1156.3
AMBCONTROL,AAH PHARMA (GLASGOW),31-07-2024,1,1,451.8,98.2
AMBCONTROL,BOOTS COMPANY PLC (SSC),31-07-2024,2,13,29.8,225.8
AMBIENT,AMAZON.CO.UK LTD (BHX3 DAVENTR,31-07-2024,1,1,124.8,40.7
AMBCONTROL,SAINSBURYS SUPERMARKET LTD,31-07-2024,1,14,73.6,302.9
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,31-07-2024,1,21,222.9,851.3
AMBCONTROL,INSPIRA TRADING LIMITED,31-07-2024,1,1,182.1,53.6
AMBIENT,BOOTS COMPANY PLC (SSC),31-07-2024,2,2,29.8,59.4
AMBCONTROL,ALDI STORES LTD (SHEEPCOTES),31-07-2024,1,4,252.4,205.4
AMBCONTROL,T J MORRIS LTD (AXIS BUS. PARK,31-07-2024,1,18,141.3,649.6
AMBCONTROL,WM MORRISONS SUPERMARKET LIMIT,31-07-2024,4,94,133.2,2426.2
AMBCONTROL,ALLIANCE HEALTHCARE (CROYDON),31-07-2024,1,1,267.8,65.2
AMBCONTROL,AAH PHARMA (RUISLIP),31-07-2024,1,1,232.1,55.7
AMBCONTROL,AAH PHARMA (BRISTOL),31-07-2024,1,1,254.4,63.5
AMBCONTROL,ASDA GALLEON BOULEVARD 7442,31-07-2024,1,3,275.4,166.4
AMBCONTROL,ASDA CHEPSTOW ADC2 7441,31-07-2024,1,2,241.5,113
AMBCONTROL,ALLOGA UK,01-08-2024,5,85,12.2,1364.9
AMBCONTROL,LIDL GB LTD (WEDNESBURY),01-08-2024,1,3,97,76.2
AMBCONTROL,ONE STOP STORES LTD (NURSLING),01-08-2024,1,1,305.1,69.8
AMBCONTROL,SUPERDRUG STORES PLC WEBSITE,01-08-2024,1,21,74.3,441.3
AMBCONTROL,SUPERDRUG STORES PLC (DUNSTABL,01-08-2024,1,1,185.1,51.2
AMBCONTROL,ALDI STORES LTD (DARLINGTON),01-08-2024,1,2,203.7,90.9
AMBCONTROL,ASDA,01-08-2024,8,60,93.7,1241.3
AMBIENT,ASDA,01-08-2024,5,10,93.7,247.6
AMBCONTROL,"AMAZON IBA9 (KNOTTINGLEY, UK)",01-08-2024,2,8,89.3,198
AMBCONTROL,ALDI STORES LTD (BATHGATE),01-08-2024,2,6,435.3,495.5
AMBCONTROL,ALDI SAWLEY,01-08-2024,1,1,32.8,31.2
AMBCONTROL,LIDL LUTON,01-08-2024,1,2,185.1,86.2
AMBCONTROL,TESCO GROCERY DIST'N CENTRE (R,01-08-2024,2,37,239.5,1607.5
AMBCONTROL,SAINSBURYS SUPERMARKET LTD,01-08-2024,1,15,73.6,323.5
AMBCONTROL,SAINSBURY'S SUPERMARKETS LTD (,01-08-2024,1,18,222.9,750.4
AMBCONTROL,BOOTS COMPANY PLC (SSC),01-08-2024,7,16,29.8,353.2
AMBCONTROL,INSPIRA TRADING LIMITED,01-08-2024,3,9,182.1,386.5
AMBCONTROL,ALLIANCE HEALTHCARE (LEEDS),01-08-2024,1,1,99.1,39.8
AMBCONTROL,TESCO GROCERY DEPT (RUGBY),01-08-2024,2,49,107.4,1056.2
AMBCONTROL,SAVERS,01-08-2024,1,2,203.7,90.9
AMBIENT,BOOTS COMPANY PLC (SSC),01-08-2024,3,5,29.8,115.1
